blink_rate,yawning_rate,steering_variation,reaction_time,driving_duration,state
6.178345245889051,3.664249401161219,9.633543261715603,1.2411866338462996,135.82016197190117,1
9.245542480466684,7.991778212224007,14.293514237330228,1.6226774295310005,233.8003609749817,2
17.28989640089871,3.691220199292879,1.5546289302824512,1.1391094970556344,143.33972976278898,1
9.438213256285927,5.365937733867495,10.928248555426151,1.030709116256812,128.96071807940058,1
19.243518436891865,1.7373200895395675,4.744901759244931,0.8266732395371021,64.72938373607124,0
7.9199292710682165,3.744568140692359,7.11558455946848,1.1844861628319185,192.0883066739475,1
14.41992935016825,3.72588169472037,7.7971720861317415,1.0040908273625835,216.07670208133524,1
18.123409119220263,1.4215499301054324,8.241066890331755,0.8355741952891708,83.1540342000881,0
9.30217372062402,7.440014635068361,13.722271954220428,1.9033476734870713,196.9575293392992,2
7.9100901884844435,9.733589248827096,19.259591673696466,2.0569480100206485,232.10733323915665,2
16.830320316000154,0.7536307762887677,1.2127706660924287,0.6319940561059407,18.45482828037799,0
10.224531369884142,3.727206895222797,14.672170472948999,0.887190777245014,166.52992364724258,1
8.4649530584762,6.233834212143291,16.263892832422826,2.173138330735552,183.7962740655519,2
20.920222446182002,1.098777851606832,3.491915016664905,0.8916161555288242,14.936911811998982,0
10.530089386506887,1.2830165047131117,3.041399539434729,0.62450405323737,119.66895530938062,0
5.621534855729336,7.4012311131007635,17.677598810322625,1.5837739360512395,191.79884005103565,2
16.3349035977451,2.0843542408843967,7.3403974183932075,0.6201444745871689,115.33948108998467,0
6.166279658576495,6.383906665033803,19.314329104167456,2.5065144958462784,201.12337833452722,2
10.247312720423743,7.648824344991329,7.095961106232157,1.5443408375279257,191.66838780441606,1
8.51118303944126,3.57110194219516,12.85902849464215,1.1100367576510164,137.20673236365266,1
12.12156882695103,4.913408846861966,9.638070897610495,1.095034395263099,99.99043004196045,1
12.074063291656975,1.6441925081424102,13.591283578776869,0.9745834491951376,160.70618054404332,1
5.377462533038008,6.890633548263762,20.12801945909156,1.5992943670208493,294.3859236607424,2
8.882323731493502,5.217427191765921,17.27121903052403,1.9946866992485148,198.63959607818256,2
6.36823799030124,6.786179143207888,16.354243299696368,1.8905454822458583,192.6327674647606,2
19.178863922014994,1.8948399554042608,3.946936625807914,0.5214636017390125,94.56405987932764,0
16.727627428505908,3.9426408995382523,7.819677586498471,0.9367147929411284,121.55294828381581,1
23.78723026604748,1.0440023488266996,5.84486994580288,0.5300717082080666,97.11571159133874,0
5.649687249499789,5.6800474635902365,18.32622860321192,2.3634714096127434,281.49151753413656,2
16.103512615134527,1.562742333429847,2.385260435538072,0.3603191798257743,117.41021823789512,0
10.070667433277027,5.704647460435162,13.653439767993703,1.9468975431866329,257.1712269862797,2
9.421551043869593,6.917372868074382,19.433998471827014,2.0647125434043194,274.3636723922896,2
24.148189154959717,1.5924726944824377,3.095642386521301,0.6633982598252406,106.34713918687628,0
6.114418124144304,6.054252228629871,13.068193415130981,1.8693885397544605,299.237636150228,2
7.4051970489521475,3.7905586546696597,17.31751127329698,2.0931739030888465,280.22996448194806,2
4.752979309233105,6.5566827981114795,10.286426441294061,2.0063236785132585,238.71270239713007,2
10.500382708767445,4.651638735147583,9.298306598639218,1.1411720367969187,107.98921313044939,1
7.611348186781704,4.517751949272658,8.284669274171838,0.6434764009539781,104.90319266614189,1
7.128910166455989,8.610762741927402,11.189068807382213,1.6983655146287375,191.79182469759843,2
7.078924398607861,5.410867889376915,14.52203544035979,2.405191609020801,258.29497781855446,2
15.877129988793907,0.9601867922807321,5.749955876679418,0.4863900724652536,57.3336484389409,0
23.9234137965499,0.40621638384669245,0.6768793333616134,0.6383360480568553,50.89132243969633,0
13.003412115175456,4.286774101676515,9.215016741872626,1.1876856628080699,204.31181570445779,1
